Graph,True,CDC,MachineL,Autocorrelation,Trend,Variability,PointsA,PointsB,EffectSize,Expert,Decision
100,1,1,1,0.2,30,0.25,3,10,3,E,1
101,1,1,0,0.2,30,0.1,3,5,2,A,1
101,1,1,0,0.2,30,0.1,3,5,2,B,0
101,1,1,0,0.2,30,0.1,3,5,2,C,0
101,1,1,0,0.2,30,0.1,3,5,2,D,1
101,1,1,0,0.2,30,0.1,3,5,2,E,1
102,1,0,0,0,0,0.25,3,10,1,A,0
102,1,0,0,0,0,0.25,3,10,1,B,0
102,1,0,0,0,0,0.25,3,10,1,C,0
102,1,0,0,0,0,0.25,3,10,1,D,0
102,1,0,0,0,0,0.25,3,10,1,E,0
103,0,0,0,0.2,0,0.1,5,10,0,A,0
103,0,0,0,0.2,0,0.1,5,10,0,B,0
103,0,0,0,0.2,0,0.1,5,10,0,C,0
103,0,0,0,0.2,0,0.1,5,10,0,D,0
103,0,0,0,0.2,0,0.1,5,10,0,E,0
104,0,0,0,0.2,0,0.25,5,5,0,A,0
104,0,0,0,0.2,0,0.25,5,5,0,B,0
104,0,0,0,0.2,0,0.25,5,5,0,C,0
104,0,0,0,0.2,0,0.25,5,5,0,D,0
104,0,0,0,0.2,0,0.25,5,5,0,E,0
105,0,0,0,0,30,0.25,5,5,0,A,0
105,0,0,0,0,30,0.25,5,5,0,B,0
105,0,0,0,0,30,0.25,5,5,0,C,0
105,0,0,0,0,30,0.25,5,5,0,D,0
105,0,0,0,0,30,0.25,5,5,0,E,0
106,1,1,1,0.2,30,0.25,5,5,2,A,1
106,1,1,1,0.2,30,0.25,5,5,2,B,1
106,1,1,1,0.2,30,0.25,5,5,2,C,0
106,1,1,1,0.2,30,0.25,5,5,2,D,1
106,1,1,1,0.2,30,0.25,5,5,2,E,1
107,1,0,0,0,30,0.25,5,10,1,A,1
107,1,0,0,0,30,0.25,5,10,1,B,0
107,1,0,0,0,30,0.25,5,10,1,C,1
107,1,0,0,0,30,0.25,5,10,1,D,1
107,1,0,0,0,30,0.25,5,10,1,E,0
108,0,0,0,0.2,30,0.25,5,5,0,A,0
108,0,0,0,0.2,30,0.25,5,5,0,B,0
108,0,0,0,0.2,30,0.25,5,5,0,C,0
108,0,0,0,0.2,30,0.25,5,5,0,D,0
108,0,0,0,0.2,30,0.25,5,5,0,E,0
109,0,0,0,0,0,0.25,5,5,0,A,0
109,0,0,0,0,0,0.25,5,5,0,B,0
109,0,0,0,0,0,0.25,5,5,0,C,0
109,0,0,0,0,0,0.25,5,5,0,D,0
109,0,0,0,0,0,0.25,5,5,0,E,0
110,1,0,1,0.2,0,0.1,5,10,1,A,0
110,1,0,1,0.2,0,0.1,5,10,1,B,0
110,1,0,1,0.2,0,0.1,5,10,1,C,0
110,1,0,1,0.2,0,0.1,5,10,1,D,0
110,1,0,1,0.2,0,0.1,5,10,1,E,0
111,1,1,1,0.2,0,0.1,5,10,3,A,1
111,1,1,1,0.2,0,0.1,5,10,3,B,0
111,1,1,1,0.2,0,0.1,5,10,3,C,0
111,1,1,1,0.2,0,0.1,5,10,3,D,1
111,1,1,1,0.2,0,0.1,5,10,3,E,1
112,1,1,1,0.2,30,0.1,5,5,3,A,1
112,1,1,1,0.2,30,0.1,5,5,3,B,1
112,1,1,1,0.2,30,0.1,5,5,3,C,1
112,1,1,1,0.2,30,0.1,5,5,3,D,1
112,1,1,1,0.2,30,0.1,5,5,3,E,1
113,1,1,1,0.2,30,0.25,3,10,4,A,1
113,1,1,1,0.2,30,0.25,3,10,4,B,0
113,1,1,1,0.2,30,0.25,3,10,4,C,1
113,1,1,1,0.2,30,0.25,3,10,4,D,1
113,1,1,1,0.2,30,0.25,3,10,4,E,1
114,1,0,1,0.2,0,0.25,3,5,5,A,1
114,1,0,1,0.2,0,0.25,3,5,5,B,0
114,1,0,1,0.2,0,0.25,3,5,5,C,0
114,1,0,1,0.2,0,0.25,3,5,5,D,1
114,1,0,1,0.2,0,0.25,3,5,5,E,0
115,1,1,1,0,30,0.1,3,10,5,A,1
115,1,1,1,0,30,0.1,3,10,5,B,1
115,1,1,1,0,30,0.1,3,10,5,C,1
115,1,1,1,0,30,0.1,3,10,5,D,1
115,1,1,1,0,30,0.1,3,10,5,E,1
116,0,0,0,0,30,0.25,5,5,0,A,1
116,0,0,0,0,30,0.25,5,5,0,B,0
116,0,0,0,0,30,0.25,5,5,0,C,0
116,0,0,0,0,30,0.25,5,5,0,D,0
116,0,0,0,0,30,0.25,5,5,0,E,0
117,0,1,0,0,30,0.1,5,10,0,A,1
117,0,1,0,0,30,0.1,5,10,0,B,0
117,0,1,0,0,30,0.1,5,10,0,C,0
117,0,1,0,0,30,0.1,5,10,0,D,0
117,0,1,0,0,30,0.1,5,10,0,E,0
118,1,1,0,0.2,30,0.1,5,5,1,A,1
118,1,1,0,0.2,30,0.1,5,5,1,B,1
118,1,1,0,0.2,30,0.1,5,5,1,C,1
118,1,1,0,0.2,30,0.1,5,5,1,D,1
118,1,1,0,0.2,30,0.1,5,5,1,E,1
119,0,0,0,0,30,0.25,5,10,0,A,1
119,0,0,0,0,30,0.25,5,10,0,B,0
119,0,0,0,0,30,0.25,5,10,0,C,0
119,0,0,0,0,30,0.25,5,10,0,D,0
119,0,0,0,0,30,0.25,5,10,0,E,0
120,1,1,1,0.2,30,0.1,5,5,4,A,1
120,1,1,1,0.2,30,0.1,5,5,4,B,1
120,1,1,1,0.2,30,0.1,5,5,4,C,1
120,1,1,1,0.2,30,0.1,5,5,4,D,1
120,1,1,1,0.2,30,0.1,5,5,4,E,1
121,0,0,0,0.2,30,0.1,5,5,0,A,0
121,0,0,0,0.2,30,0.1,5,5,0,B,0
121,0,0,0,0.2,30,0.1,5,5,0,C,0
121,0,0,0,0.2,30,0.1,5,5,0,D,0
121,0,0,0,0.2,30,0.1,5,5,0,E,0
122,1,0,0,0.2,30,0.25,5,10,3,A,1
122,1,0,0,0.2,30,0.25,5,10,3,B,0
122,1,0,0,0.2,30,0.25,5,10,3,C,1
122,1,0,0,0.2,30,0.25,5,10,3,D,0
122,1,0,0,0.2,30,0.25,5,10,3,E,0
123,1,1,1,0.2,0,0.25,5,5,5,A,1
123,1,1,1,0.2,0,0.25,5,5,5,B,0
123,1,1,1,0.2,0,0.25,5,5,5,C,1
123,1,1,1,0.2,0,0.25,5,5,5,D,1
123,1,1,1,0.2,0,0.25,5,5,5,E,1
124,1,0,1,0,30,0.25,3,5,4,A,1
124,1,0,1,0,30,0.25,3,5,4,B,0
124,1,0,1,0,30,0.25,3,5,4,C,0
124,1,0,1,0,30,0.25,3,5,4,D,0
124,1,0,1,0,30,0.25,3,5,4,E,0
125,1,1,1,0.2,0,0.25,5,5,5,A,1
125,1,1,1,0.2,0,0.25,5,5,5,B,1
125,1,1,1,0.2,0,0.25,5,5,5,C,1
125,1,1,1,0.2,0,0.25,5,5,5,D,1
125,1,1,1,0.2,0,0.25,5,5,5,E,1
126,1,1,1,0.2,0,0.1,5,5,2,A,1
126,1,1,1,0.2,0,0.1,5,5,2,B,0
126,1,1,1,0.2,0,0.1,5,5,2,C,0
126,1,1,1,0.2,0,0.1,5,5,2,D,0
126,1,1,1,0.2,0,0.1,5,5,2,E,1
127,0,0,0,0.2,0,0.25,5,5,0,A,0
127,0,0,0,0.2,0,0.25,5,5,0,B,0
127,0,0,0,0.2,0,0.25,5,5,0,C,0
127,0,0,0,0.2,0,0.25,5,5,0,D,0
127,0,0,0,0.2,0,0.25,5,5,0,E,0
128,0,0,0,0,0,0.25,3,5,0,A,0
128,0,0,0,0,0,0.25,3,5,0,B,0
128,0,0,0,0,0,0.25,3,5,0,C,0
128,0,0,0,0,0,0.25,3,5,0,D,0
128,0,0,0,0,0,0.25,3,5,0,E,0
129,0,0,0,0,0,0.25,3,10,0,A,0
129,0,0,0,0,0,0.25,3,10,0,B,0
129,0,0,0,0,0,0.25,3,10,0,C,0
129,0,0,0,0,0,0.25,3,10,0,D,0
129,0,0,0,0,0,0.25,3,10,0,E,0
130,0,0,0,0,30,0.1,3,5,0,A,1
130,0,0,0,0,30,0.1,3,5,0,B,0
130,0,0,0,0,30,0.1,3,5,0,C,0
130,0,0,0,0,30,0.1,3,5,0,D,0
130,0,0,0,0,30,0.1,3,5,0,E,0
131,1,1,1,0,30,0.25,5,10,3,A,1
131,1,1,1,0,30,0.25,5,10,3,B,1
131,1,1,1,0,30,0.25,5,10,3,C,1
131,1,1,1,0,30,0.25,5,10,3,D,1
131,1,1,1,0,30,0.25,5,10,3,E,1
132,0,0,0,0.2,0,0.1,3,10,0,A,0
132,0,0,0,0.2,0,0.1,3,10,0,B,0
132,0,0,0,0.2,0,0.1,3,10,0,C,0
132,0,0,0,0.2,0,0.1,3,10,0,D,0
132,0,0,0,0.2,0,0.1,3,10,0,E,0
133,1,1,1,0,30,0.1,5,10,5,A,1
133,1,1,1,0,30,0.1,5,10,5,B,1
133,1,1,1,0,30,0.1,5,10,5,C,1
133,1,1,1,0,30,0.1,5,10,5,D,1
133,1,1,1,0,30,0.1,5,10,5,E,1
134,0,0,0,0,0,0.25,3,5,0,A,1
134,0,0,0,0,0,0.25,3,5,0,B,0
134,0,0,0,0,0,0.25,3,5,0,C,0
134,0,0,0,0,0,0.25,3,5,0,D,0
134,0,0,0,0,0,0.25,3,5,0,E,0
135,1,0,0,0.2,30,0.1,3,5,3,A,1
135,1,0,0,0.2,30,0.1,3,5,3,B,0
135,1,0,0,0.2,30,0.1,3,5,3,C,0
135,1,0,0,0.2,30,0.1,3,5,3,D,0
135,1,0,0,0.2,30,0.1,3,5,3,E,0
136,1,0,1,0,30,0.25,3,10,3,A,1
136,1,0,1,0,30,0.25,3,10,3,B,0
136,1,0,1,0,30,0.25,3,10,3,C,0
136,1,0,1,0,30,0.25,3,10,3,D,0
136,1,0,1,0,30,0.25,3,10,3,E,0
137,1,1,1,0.2,30,0.25,3,5,5,A,1
137,1,1,1,0.2,30,0.25,3,5,5,B,1
137,1,1,1,0.2,30,0.25,3,5,5,C,1
137,1,1,1,0.2,30,0.25,3,5,5,D,1
137,1,1,1,0.2,30,0.25,3,5,5,E,1
138,0,0,0,0.2,30,0.1,5,5,0,A,1
138,0,0,0,0.2,30,0.1,5,5,0,B,0
138,0,0,0,0.2,30,0.1,5,5,0,C,0
138,0,0,0,0.2,30,0.1,5,5,0,D,0
138,0,0,0,0.2,30,0.1,5,5,0,E,0
139,1,1,0,0,30,0.25,3,10,1,A,1
139,1,1,0,0,30,0.25,3,10,1,B,1
139,1,1,0,0,30,0.25,3,10,1,C,1
139,1,1,0,0,30,0.25,3,10,1,D,1
139,1,1,0,0,30,0.25,3,10,1,E,1
140,1,1,1,0,0,0.1,5,5,2,A,1
140,1,1,1,0,0,0.1,5,5,2,B,0
140,1,1,1,0,0,0.1,5,5,2,C,0
140,1,1,1,0,0,0.1,5,5,2,D,0
140,1,1,1,0,0,0.1,5,5,2,E,1
141,1,0,1,0.2,0,0.1,3,10,1,A,0
141,1,0,1,0.2,0,0.1,3,10,1,B,0
141,1,0,1,0.2,0,0.1,3,10,1,C,0
141,1,0,1,0.2,0,0.1,3,10,1,D,0
141,1,0,1,0.2,0,0.1,3,10,1,E,0
142,1,1,1,0,30,0.1,3,10,4,A,1
142,1,1,1,0,30,0.1,3,10,4,B,1
142,1,1,1,0,30,0.1,3,10,4,C,1
142,1,1,1,0,30,0.1,3,10,4,D,1
142,1,1,1,0,30,0.1,3,10,4,E,1
143,0,0,0,0.2,30,0.1,5,10,0,A,1
143,0,0,0,0.2,30,0.1,5,10,0,B,0
143,0,0,0,0.2,30,0.1,5,10,0,C,0
143,0,0,0,0.2,30,0.1,5,10,0,D,0
143,0,0,0,0.2,30,0.1,5,10,0,E,0
144,1,0,0,0.2,30,0.1,3,5,1,A,0
144,1,0,0,0.2,30,0.1,3,5,1,B,0
144,1,0,0,0.2,30,0.1,3,5,1,C,0
144,1,0,0,0.2,30,0.1,3,5,1,D,0
144,1,0,0,0.2,30,0.1,3,5,1,E,0
145,1,0,0,0.2,0,0.25,3,10,1,A,0
145,1,0,0,0.2,0,0.25,3,10,1,B,0
145,1,0,0,0.2,0,0.25,3,10,1,C,0
145,1,0,0,0.2,0,0.25,3,10,1,D,0
145,1,0,0,0.2,0,0.25,3,10,1,E,0
146,0,0,0,0.2,0,0.1,5,5,0,A,0
146,0,0,0,0.2,0,0.1,5,5,0,B,0
146,0,0,0,0.2,0,0.1,5,5,0,C,0
146,0,0,0,0.2,0,0.1,5,5,0,D,0
146,0,0,0,0.2,0,0.1,5,5,0,E,0
147,1,1,1,0,30,0.25,5,5,3,A,1
147,1,1,1,0,30,0.25,5,5,3,B,1
147,1,1,1,0,30,0.25,5,5,3,C,1
147,1,1,1,0,30,0.25,5,5,3,D,1
147,1,1,1,0,30,0.25,5,5,3,E,1
148,1,1,1,0.2,30,0.25,3,10,4,A,1
148,1,1,1,0.2,30,0.25,3,10,4,B,1
148,1,1,1,0.2,30,0.25,3,10,4,C,1
148,1,1,1,0.2,30,0.25,3,10,4,D,1
148,1,1,1,0.2,30,0.25,3,10,4,E,1
149,0,0,0,0,30,0.1,3,5,0,A,1
149,0,0,0,0,30,0.1,3,5,0,B,0
149,0,0,0,0,30,0.1,3,5,0,C,1
149,0,0,0,0,30,0.1,3,5,0,D,0
149,0,0,0,0,30,0.1,3,5,0,E,0
150,1,1,1,0,0,0.1,3,10,4,A,1
150,1,1,1,0,0,0.1,3,10,4,B,0
150,1,1,1,0,0,0.1,3,10,4,C,0
150,1,1,1,0,0,0.1,3,10,4,D,1
150,1,1,1,0,0,0.1,3,10,4,E,1
151,0,0,0,0.2,0,0.1,3,5,0,A,1
151,0,0,0,0.2,0,0.1,3,5,0,B,0
151,0,0,0,0.2,0,0.1,3,5,0,C,0
151,0,0,0,0.2,0,0.1,3,5,0,D,0
151,0,0,0,0.2,0,0.1,3,5,0,E,0
152,1,1,1,0,0,0.25,5,5,4,A,1
152,1,1,1,0,0,0.25,5,5,4,B,1
152,1,1,1,0,0,0.25,5,5,4,C,1
152,1,1,1,0,0,0.25,5,5,4,D,1
152,1,1,1,0,0,0.25,5,5,4,E,1
153,0,0,0,0,0,0.1,5,5,0,A,0
153,0,0,0,0,0,0.1,5,5,0,B,0
153,0,0,0,0,0,0.1,5,5,0,C,0
153,0,0,0,0,0,0.1,5,5,0,D,0
153,0,0,0,0,0,0.1,5,5,0,E,0
154,0,0,0,0,0,0.25,3,5,0,A,0
154,0,0,0,0,0,0.25,3,5,0,B,0
154,0,0,0,0,0,0.25,3,5,0,C,0
154,0,0,0,0,0,0.25,3,5,0,D,0
154,0,0,0,0,0,0.25,3,5,0,E,0
155,0,0,0,0.2,30,0.25,3,5,0,A,1
155,0,0,0,0.2,30,0.25,3,5,0,B,0
155,0,0,0,0.2,30,0.25,3,5,0,C,0
155,0,0,0,0.2,30,0.25,3,5,0,D,0
155,0,0,0,0.2,30,0.25,3,5,0,E,0
156,1,0,0,0,0,0.25,3,10,1,A,1
156,1,0,0,0,0,0.25,3,10,1,B,0
156,1,0,0,0,0,0.25,3,10,1,C,0
156,1,0,0,0,0,0.25,3,10,1,D,0
156,1,0,0,0,0,0.25,3,10,1,E,1
157,1,1,1,0.2,30,0.25,3,5,4,A,1
157,1,1,1,0.2,30,0.25,3,5,4,B,1
157,1,1,1,0.2,30,0.25,3,5,4,C,1
157,1,1,1,0.2,30,0.25,3,5,4,D,1
157,1,1,1,0.2,30,0.25,3,5,4,E,1
158,1,1,1,0.2,30,0.1,5,10,4,A,1
158,1,1,1,0.2,30,0.1,5,10,4,B,0
158,1,1,1,0.2,30,0.1,5,10,4,C,0
158,1,1,1,0.2,30,0.1,5,10,4,D,1
158,1,1,1,0.2,30,0.1,5,10,4,E,0
159,1,1,0,0.2,0,0.1,5,10,2,A,0
159,1,1,0,0.2,0,0.1,5,10,2,B,0
159,1,1,0,0.2,0,0.1,5,10,2,C,0
159,1,1,0,0.2,0,0.1,5,10,2,D,0
159,1,1,0,0.2,0,0.1,5,10,2,E,0
160,0,0,0,0,0,0.25,3,10,0,A,1
160,0,0,0,0,0,0.25,3,10,0,B,0
160,0,0,0,0,0,0.25,3,10,0,C,0
160,0,0,0,0,0,0.25,3,10,0,D,0
160,0,0,0,0,0,0.25,3,10,0,E,0
161,0,0,0,0.2,0,0.25,5,5,0,A,0
161,0,0,0,0.2,0,0.25,5,5,0,B,0
161,0,0,0,0.2,0,0.25,5,5,0,C,0
161,0,0,0,0.2,0,0.25,5,5,0,D,0
161,0,0,0,0.2,0,0.25,5,5,0,E,0
162,1,0,1,0,0,0.25,5,10,4,A,1
162,1,0,1,0,0,0.25,5,10,4,B,0
162,1,0,1,0,0,0.25,5,10,4,C,0
162,1,0,1,0,0,0.25,5,10,4,D,1
162,1,0,1,0,0,0.25,5,10,4,E,0
163,1,1,1,0,30,0.25,5,5,1,A,1
163,1,1,1,0,30,0.25,5,5,1,B,1
163,1,1,1,0,30,0.25,5,5,1,C,1
163,1,1,1,0,30,0.25,5,5,1,D,1
163,1,1,1,0,30,0.25,5,5,1,E,1
164,1,1,1,0,30,0.1,5,10,3,A,1
164,1,1,1,0,30,0.1,5,10,3,B,1
164,1,1,1,0,30,0.1,5,10,3,C,1
164,1,1,1,0,30,0.1,5,10,3,D,1
164,1,1,1,0,30,0.1,5,10,3,E,1
165,0,0,0,0.2,30,0.25,5,5,0,A,1
165,0,0,0,0.2,30,0.25,5,5,0,B,0
165,0,0,0,0.2,30,0.25,5,5,0,C,0
165,0,0,0,0.2,30,0.25,5,5,0,D,1
165,0,0,0,0.2,30,0.25,5,5,0,E,0
166,0,0,0,0.2,30,0.25,3,10,0,A,1
166,0,0,0,0.2,30,0.25,3,10,0,B,0
166,0,0,0,0.2,30,0.25,3,10,0,C,0
166,0,0,0,0.2,30,0.25,3,10,0,D,0
166,0,0,0,0.2,30,0.25,3,10,0,E,0
167,1,0,0,0,30,0.1,3,5,1,A,1
167,1,0,0,0,30,0.1,3,5,1,B,0
167,1,0,0,0,30,0.1,3,5,1,C,0
167,1,0,0,0,30,0.1,3,5,1,D,0
167,1,0,0,0,30,0.1,3,5,1,E,0
168,0,0,0,0.2,30,0.1,5,5,0,A,1
168,0,0,0,0.2,30,0.1,5,5,0,B,0
168,0,0,0,0.2,30,0.1,5,5,0,C,0
168,0,0,0,0.2,30,0.1,5,5,0,D,0
168,0,0,0,0.2,30,0.1,5,5,0,E,0
169,0,0,0,0,0,0.1,3,10,0,A,0
169,0,0,0,0,0,0.1,3,10,0,B,0
169,0,0,0,0,0,0.1,3,10,0,C,0
169,0,0,0,0,0,0.1,3,10,0,D,0
169,0,0,0,0,0,0.1,3,10,0,E,0
170,0,1,1,0,30,0.1,5,10,0,A,1
170,0,1,1,0,30,0.1,5,10,0,B,1
170,0,1,1,0,30,0.1,5,10,0,C,0
170,0,1,1,0,30,0.1,5,10,0,D,0
170,0,1,1,0,30,0.1,5,10,0,E,1
171,0,0,0,0,0,0.1,3,10,0,A,0
171,0,0,0,0,0,0.1,3,10,0,B,0
171,0,0,0,0,0,0.1,3,10,0,C,0
171,0,0,0,0,0,0.1,3,10,0,D,0
171,0,0,0,0,0,0.1,3,10,0,E,0
172,0,0,0,0.2,0,0.25,5,10,0,A,0
172,0,0,0,0.2,0,0.25,5,10,0,B,0
172,0,0,0,0.2,0,0.25,5,10,0,C,0
172,0,0,0,0.2,0,0.25,5,10,0,D,0
172,0,0,0,0.2,0,0.25,5,10,0,E,0
173,1,1,1,0.2,0,0.1,3,5,5,A,1
173,1,1,1,0.2,0,0.1,3,5,5,B,1
173,1,1,1,0.2,0,0.1,3,5,5,C,0
173,1,1,1,0.2,0,0.1,3,5,5,D,1
173,1,1,1,0.2,0,0.1,3,5,5,E,1
174,0,1,0,0.2,30,0.1,5,10,0,A,1
174,0,1,0,0.2,30,0.1,5,10,0,B,1
174,0,1,0,0.2,30,0.1,5,10,0,C,0
174,0,1,0,0.2,30,0.1,5,10,0,D,0
174,0,1,0,0.2,30,0.1,5,10,0,E,1
175,0,0,0,0.2,0,0.25,5,5,0,A,1
175,0,0,0,0.2,0,0.25,5,5,0,B,0
175,0,0,0,0.2,0,0.25,5,5,0,C,0
175,0,0,0,0.2,0,0.25,5,5,0,D,0
175,0,0,0,0.2,0,0.25,5,5,0,E,0
176,0,1,1,0,30,0.1,3,10,0,A,1
176,0,1,1,0,30,0.1,3,10,0,B,1
176,0,1,1,0,30,0.1,3,10,0,C,0
176,0,1,1,0,30,0.1,3,10,0,D,1
176,0,1,1,0,30,0.1,3,10,0,E,1
177,1,1,1,0.2,0,0.25,5,5,2,A,1
177,1,1,1,0.2,0,0.25,5,5,2,B,0
177,1,1,1,0.2,0,0.25,5,5,2,C,0
177,1,1,1,0.2,0,0.25,5,5,2,D,1
177,1,1,1,0.2,0,0.25,5,5,2,E,1
178,0,0,0,0,0,0.1,3,5,0,A,0
178,0,0,0,0,0,0.1,3,5,0,B,0
178,0,0,0,0,0,0.1,3,5,0,C,0
178,0,0,0,0,0,0.1,3,5,0,D,0
178,0,0,0,0,0,0.1,3,5,0,E,0
179,0,0,0,0,30,0.1,5,10,0,A,1
179,0,0,0,0,30,0.1,5,10,0,B,0
179,0,0,0,0,30,0.1,5,10,0,C,0
179,0,0,0,0,30,0.1,5,10,0,D,0
179,0,0,0,0,30,0.1,5,10,0,E,0
180,0,0,0,0.2,30,0.1,3,10,0,A,1
180,0,0,0,0.2,30,0.1,3,10,0,B,0
180,0,0,0,0.2,30,0.1,3,10,0,C,0
180,0,0,0,0.2,30,0.1,3,10,0,D,0
180,0,0,0,0.2,30,0.1,3,10,0,E,0
181,1,1,1,0,30,0.1,3,5,5,A,1
181,1,1,1,0,30,0.1,3,5,5,B,1
181,1,1,1,0,30,0.1,3,5,5,C,1
181,1,1,1,0,30,0.1,3,5,5,D,1
181,1,1,1,0,30,0.1,3,5,5,E,0
182,0,1,0,0.2,30,0.25,5,10,0,A,1
182,0,1,0,0.2,30,0.25,5,10,0,B,1
182,0,1,0,0.2,30,0.25,5,10,0,C,1
182,0,1,0,0.2,30,0.25,5,10,0,D,1
182,0,1,0,0.2,30,0.25,5,10,0,E,1
183,1,1,1,0.2,0,0.25,3,10,5,A,1
183,1,1,1,0.2,0,0.25,3,10,5,B,1
183,1,1,1,0.2,0,0.25,3,10,5,C,1
183,1,1,1,0.2,0,0.25,3,10,5,D,1
183,1,1,1,0.2,0,0.25,3,10,5,E,1
184,0,1,0,0,30,0.1,5,5,0,A,1
184,0,1,0,0,30,0.1,5,5,0,B,1
184,0,1,0,0,30,0.1,5,5,0,C,0
184,0,1,0,0,30,0.1,5,5,0,D,1
184,0,1,0,0,30,0.1,5,5,0,E,0
185,0,0,0,0.2,0,0.25,5,10,0,A,0
185,0,0,0,0.2,0,0.25,5,10,0,B,0
185,0,0,0,0.2,0,0.25,5,10,0,C,0
185,0,0,0,0.2,0,0.25,5,10,0,D,0
185,0,0,0,0.2,0,0.25,5,10,0,E,0
186,1,1,1,0.2,30,0.1,3,10,4,A,1
186,1,1,1,0.2,30,0.1,3,10,4,B,1
186,1,1,1,0.2,30,0.1,3,10,4,C,1
186,1,1,1,0.2,30,0.1,3,10,4,D,1
186,1,1,1,0.2,30,0.1,3,10,4,E,1
187,0,1,1,0.2,0,0.1,3,10,0,A,1
187,0,1,1,0.2,0,0.1,3,10,0,B,0
187,0,1,1,0.2,0,0.1,3,10,0,C,0
187,0,1,1,0.2,0,0.1,3,10,0,D,0
187,0,1,1,0.2,0,0.1,3,10,0,E,1
188,1,1,1,0,30,0.25,3,10,5,A,1
188,1,1,1,0,30,0.25,3,10,5,B,1
188,1,1,1,0,30,0.25,3,10,5,C,1
188,1,1,1,0,30,0.25,3,10,5,D,1
188,1,1,1,0,30,0.25,3,10,5,E,1
189,0,0,0,0,30,0.25,3,5,0,A,1
189,0,0,0,0,30,0.25,3,5,0,B,0
189,0,0,0,0,30,0.25,3,5,0,C,0
189,0,0,0,0,30,0.25,3,5,0,D,1
189,0,0,0,0,30,0.25,3,5,0,E,0
190,1,1,0,0.2,30,0.25,3,10,2,A,1
190,1,1,0,0.2,30,0.25,3,10,2,B,0
190,1,1,0,0.2,30,0.25,3,10,2,C,1
190,1,1,0,0.2,30,0.25,3,10,2,D,1
190,1,1,0,0.2,30,0.25,3,10,2,E,1
191,1,1,1,0.2,0,0.1,5,5,4,A,1
191,1,1,1,0.2,0,0.1,5,5,4,B,1
191,1,1,1,0.2,0,0.1,5,5,4,C,0
191,1,1,1,0.2,0,0.1,5,5,4,D,1
191,1,1,1,0.2,0,0.1,5,5,4,E,1
192,1,1,1,0.2,30,0.1,5,10,3,A,1
192,1,1,1,0.2,30,0.1,5,10,3,B,1
192,1,1,1,0.2,30,0.1,5,10,3,C,0
192,1,1,1,0.2,30,0.1,5,10,3,D,1
192,1,1,1,0.2,30,0.1,5,10,3,E,1
193,1,1,1,0.2,30,0.25,5,10,3,A,1
193,1,1,1,0.2,30,0.25,5,10,3,B,1
193,1,1,1,0.2,30,0.25,5,10,3,C,0
193,1,1,1,0.2,30,0.25,5,10,3,D,1
193,1,1,1,0.2,30,0.25,5,10,3,E,1
194,1,1,1,0.2,30,0.25,5,5,5,A,1
194,1,1,1,0.2,30,0.25,5,5,5,B,1
194,1,1,1,0.2,30,0.25,5,5,5,C,1
194,1,1,1,0.2,30,0.25,5,5,5,D,1
194,1,1,1,0.2,30,0.25,5,5,5,E,1
195,1,1,1,0,0,0.25,3,10,2,A,1
195,1,1,1,0,0,0.25,3,10,2,B,0
195,1,1,1,0,0,0.25,3,10,2,C,0
195,1,1,1,0,0,0.25,3,10,2,D,0
195,1,1,1,0,0,0.25,3,10,2,E,0
196,1,0,1,0.2,0,0.1,5,10,4,A,1
196,1,0,1,0.2,0,0.1,5,10,4,B,0
196,1,0,1,0.2,0,0.1,5,10,4,C,0
196,1,0,1,0.2,0,0.1,5,10,4,D,0
196,1,0,1,0.2,0,0.1,5,10,4,E,0
197,1,1,0,0.2,30,0.1,5,5,2,A,1
197,1,1,0,0.2,30,0.1,5,5,2,B,0
197,1,1,0,0.2,30,0.1,5,5,2,C,0
197,1,1,0,0.2,30,0.1,5,5,2,D,0
197,1,1,0,0.2,30,0.1,5,5,2,E,0
198,0,0,0,0.2,30,0.25,3,10,0,A,1
198,0,0,0,0.2,30,0.25,3,10,0,B,0
198,0,0,0,0.2,30,0.25,3,10,0,C,0
198,0,0,0,0.2,30,0.25,3,10,0,D,0
198,0,0,0,0.2,30,0.25,3,10,0,E,0
199,0,1,0,0.2,30,0.25,3,10,0,A,1
199,0,1,0,0.2,30,0.25,3,10,0,B,1
199,0,1,0,0.2,30,0.25,3,10,0,C,0
199,0,1,0,0.2,30,0.25,3,10,0,D,1
199,0,1,0,0.2,30,0.25,3,10,0,E,0
200,1,0,0,0.2,30,0.1,3,5,2,A,1
200,1,0,0,0.2,30,0.1,3,5,2,B,0
200,1,0,0,0.2,30,0.1,3,5,2,C,0
200,1,0,0,0.2,30,0.1,3,5,2,D,0
200,1,0,0,0.2,30,0.1,3,5,2,E,0
201,1,1,1,0,0,0.25,3,5,3,A,1
201,1,1,1,0,0,0.25,3,5,3,B,1
201,1,1,1,0,0,0.25,3,5,3,C,0
201,1,1,1,0,0,0.25,3,5,3,D,1
201,1,1,1,0,0,0.25,3,5,3,E,1
202,0,0,0,0,0,0.1,3,5,0,A,0
202,0,0,0,0,0,0.1,3,5,0,B,0
202,0,0,0,0,0,0.1,3,5,0,C,0
202,0,0,0,0,0,0.1,3,5,0,D,0
202,0,0,0,0,0,0.1,3,5,0,E,0
203,1,0,0,0,0,0.1,5,5,1,A,1
203,1,0,0,0,0,0.1,5,5,1,B,0
